No, CH1, CH2, CH3, CH4, Accel X, Accel Y, Accel Z, 2017-10-06_18-50-17
0, -4701.33, -5096.07, 908.75, 921.61, 0.000, 0.000, 0.000, 18:50:23.476
1, -4694.01, -5099.76, 898.05, 915.58, 0.000, 0.000, 0.000, 18:50:23.503
2, -4687.22, -5091.86, 903.95, 917.10, 0.000, 0.000, 0.000, 18:50:23.503
3, -4687.28, -5085.40, 907.48, 924.35, 0.000, 0.000, 0.000, 18:50:23.506
4, -4699.30, -5081.45, 901.63, 929.56, 0.000, 0.000, 0.000, 18:50:23.508
5, -4695.98, -5093.97, 900.06, 920.65, 0.000, 0.000, 0.000, 18:50:23.510
6, -4675.75, -5077.99, 906.63, 926.86, 0.000, 0.000, 0.000, 18:50:23.510
7, -4676.21, -5079.13, 910.30, 927.68, 0.000, 0.000, 0.000, 18:50:23.532
8, -4675.79, -5081.60, 916.73, 935.79, 0.000, 0.000, 0.000, 18:50:23.532
9, -4675.80, -5080.12, 916.24, 935.45, 0.000, 0.000, 0.000, 18:50:23.632
10, -4693.98, -5083.75, 918.15, 934.57, 0.000, 0.000, 0.000, 18:50:23.633
11, -4683.81, -5084.28, 923.48, 941.42, 0.000, 0.000, 0.000, 18:50:23.638
12, -4685.69, -5075.39, 923.65, 936.05, 0.000, 0.000, 0.000, 18:50:23.639
13, -4667.25, -5068.77, 928.36, 938.67, 0.000, 0.000, 0.000, 18:50:23.641
14, -4667.30, -5065.01, 934.85, 935.19, 0.000, 0.000, 0.000, 18:50:23.641
15, -4654.71, -5065.59, 931.37, 939.88, 0.000, 0.000, 0.000, 18:50:23.642
16, -4660.58, -5069.38, 926.36, 940.04, 0.000, 0.000, 0.000, 18:50:23.643
17, -4654.89, -5066.52, 925.94, 937.99, 0.000, 0.000, 0.000, 18:50:23.647
18, -4665.62, -5072.07, 927.61, 934.53, 0.000, 0.000, 0.000, 18:50:23.649
19, -4652.99, -5072.41, 929.75, 931.28, 0.000, 0.000, 0.000, 18:50:23.652
20, -4669.42, -5072.53, 931.52, 935.67, 0.000, 0.000, 0.000, 18:50:23.652
21, -4668.82, -5070.54, 924.70, 931.11, 0.000, 0.000, 0.000, 18:50:23.653
22, -4666.91, -5080.05, 919.34, 923.56, 0.000, 0.000, 0.000, 18:50:23.653
29, -4670.87, -5095.30, 913.52, 927.48, 0.000, 0.000, 0.000, 18:50:23.657
30, -4679.00, -5096.42, 904.83, 925.46, 0.000, 0.000, 0.000, 18:50:23.657
31, -4665.20, -5089.56, 909.52, 934.27, 0.000, 0.000, 0.000, 18:50:23.687
32, -4670.50, -5088.90, 890.13, 925.98, 0.000, 0.000, 0.000, 18:50:23.687
33, -4677.36, -5089.18, 874.80, 918.32, 0.000, 0.000, 0.000, 18:50:23.690
34, -4673.08, -5090.37, 876.76, 908.29, 0.000, 0.000, 0.000, 18:50:23.691
35, -4660.12, -5094.78, 879.14, 909.64, 0.000, 0.000, 0.000, 18:50:23.695
36, -4671.50, -5088.38, 887.08, 913.26, 0.000, 0.000, 0.000, 18:50:23.697
37, -4660.26, -5088.42, 891.76, 923.98, 0.000, 0.000, 0.000, 18:50:23.699
38, -4662.62, -5097.69, 896.41, 922.06, 0.000, 0.000, 0.000, 18:50:23.701
39, -4652.55, -5085.27, 907.94, 929.10, 0.000, 0.000, 0.000, 18:50:23.710
40, -4671.69, -5085.09, 902.43, 936.47, 0.000, 0.000, 0.000, 18:50:23.711
41, -4675.97, -5089.01, 896.95, 931.24, 0.000, 0.000, 0.000, 18:50:23.838
42, -4671.01, -5087.87, 886.60, 921.98, 0.000, 0.000, 0.000, 18:50:23.839
43, -4669.86, -5080.14, 894.20, 920.22, 0.000, 0.000, 0.000, 18:50:23.841
44, -4649.22, -5067.69, 898.94, 924.11, 0.000, 0.000, 0.000, 18:50:23.841
45, -4647.89, -5069.30, 901.50, 914.09, 0.000, 0.000, 0.000, 18:50:23.845
46, -4645.21, -5069.97, 907.14, 919.75, 0.000, 0.000, 0.000, 18:50:23.849
47, -4649.46, -5062.91, 921.76, 925.10, 0.000, 0.000, 0.000, 18:50:23.850
48, -4638.45, -5059.04, 926.73, 934.32, 0.000, 0.000, 0.000, 18:50:23.852
49, -4637.70, -5074.15, 924.81, 939.56, 0.000, 0.000, 0.000, 18:50:23.857
50, -4640.20, -5074.82, 921.60, 938.29, 0.000, 0.000, 0.000, 18:50:23.857
51, -4642.25, -5076.43, 927.81, 936.67, 0.000, 0.000, 0.000, 18:50:23.861
52, -4642.00, -5080.48, 925.54, 938.00, 0.000, 0.000, 0.000, 18:50:23.861
53, -4646.56, -5077.05, 920.23, 930.22, 0.000, 0.000, 0.000, 18:50:23.862
54, -4653.96, -5079.31, 911.70, 932.53, 0.000, 0.000, 0.000, 18:50:23.862
59, -4651.71, -5075.38, 912.64, 919.25, 0.000, 0.000, 0.000, 18:50:23.864
60, -4652.45, -5080.20, 915.62, 922.12, 0.000, 0.000, 0.000, 18:50:23.864
61, -4665.76, -5084.93, 912.11, 924.64, 0.000, 0.000, 0.000, 18:50:23.865
62, -4658.46, -5086.93, 919.74, 931.38, 0.000, 0.000, 0.000, 18:50:23.865
63, -4650.70, -5078.18, 928.17, 942.12, 0.000, 0.000, 0.000, 18:50:23.867
64, -4649.44, -5082.38, 928.13, 942.96, 0.000, 0.000, 0.000, 18:50:23.868
65, -4646.95, -5081.34, 928.62, 939.03, 0.000, 0.000, 0.000, 18:50:23.872
